Date,Opp,Continuing_Players_WS48,Leaving_Players_WS48,Incoming_Players_WS48
1986-11-01,NYK,0.33997916666666667,0.061395833333333344,0.13568750000000002
1986-11-02,CLE,0.34158333333333335,0.0519375,0.13568750000000002
1986-11-04,SAS,0.39787500000000003,0.057062499999999995,0.0991875
1986-11-07,DET,0.3536041666666667,0.025604166666666667,0.10083333333333334
1986-11-08,PHO,0.3679791666666667,0.059729166666666667,0.14150000000000001
1986-11-11,ATL,0.35543749999999996,0.061937500000000006,0.13362500000000002
1986-11-12,WSB,0.3390625,0.059000000000000004,0.13389583333333333
1986-11-14,BOS,0.36693749999999997,0.04935416666666667,0.13416666666666666
1986-11-21,NYK,0.3696041666666667,0.0623125,0.14179166666666668
1986-11-22,WSB,0.3633125,0.04877083333333333,0.12620833333333334
1986-11-26,DEN,0.3565,0.06447916666666667,0.141625
1986-11-28,LAL,0.3686666666666667,0.049,0.12275
1986-11-29,GSW,0.3342083333333334,0.02947916666666667,0.1755625
1986-12-02,SEA,0.40170833333333333,0.06270833333333334,0.16297916666666667
1986-12-03,UTA,0.3731875,0.07220833333333333,0.12135416666666665
1986-12-05,PHO,0.3739375,0.06233333333333334,0.12425000000000001
1986-12-06,SAS,0.4076874999999999,0.05445833333333333,0.11133333333333333
1986-12-09,DEN,0.4211458333333334,0.09408333333333334,0.1108125
1986-12-10,ATL,0.41860416666666667,0.08852083333333335,0.11029166666666668
1986-12-12,MIL,0.44552083333333337,0.09977083333333334,0.08072916666666667
1986-12-13,MIL,0.3458125,0.11208333333333333,0.14670833333333333
1986-12-16,NJN,0.39166666666666666,0.094625,0.1080625
1986-12-18,IND,0.36964583333333334,0.04841666666666666,0.12381249999999999
1986-12-20,UTA,0.4404166666666667,0.07283333333333333,0.08049999999999999
1986-12-23,CLE,0.3643958333333333,0.08120833333333333,0.11870833333333333
1986-12-25,NYK,0.4220833333333333,0.07614583333333334,0.09533333333333333
1986-12-27,IND,0.39314583333333336,0.078625,0.09489583333333333
1986-12-30,GSW,0.39775000000000005,0.106625,0.13310416666666666
1987-01-02,BOS,0.38797916666666665,0.05789583333333333,0.16287500000000002
1987-01-03,DET,0.3696041666666666,0.0896875,0.178125
1987-01-06,CLE,0.4230625,0.06966666666666667,0.12974999999999998
1987-01-08,POR,0.4434166666666667,0.0740625,0.12652083333333333
1987-01-10,NJN,0.4013333333333333,0.08714583333333334,0.13464583333333333
1987-01-15,HOU,0.4225833333333333,0.05387499999999999,0.12510416666666666
1987-01-17,PHI,0.42141666666666666,0.064,0.1362708333333333
1987-01-19,IND,0.3828333333333333,0.043166666666666666,0.15443749999999998
1987-01-20,MIL,0.4229166666666667,0.06254166666666668,0.09474999999999999
1987-01-23,CLE,0.38483333333333336,0.07804166666666668,0.135
1987-01-24,CLE,0.2987916666666667,0.09412499999999999,0.13508333333333333
1987-01-27,BOS,0.4547291666666667,0.07972916666666667,0.0945
1987-01-28,BOS,0.40981249999999997,0.0905625,0.11243750000000001
1987-01-30,PHI,0.4784583333333333,0.054520833333333324,0.06514583333333333
1987-02-01,DET,0.456375,0.088,0.092625
1987-02-03,WSB,0.4467916666666667,0.08358333333333334,0.11314583333333333
1987-02-05,MIL,0.4338125,0.12479166666666668,0.13716666666666666
1987-02-10,PHI,0.4840625,0.10239583333333334,0.07472916666666668
1987-02-13,SEA,0.44735416666666666,0.0830625,0.1208125
1987-02-14,NYK,0.45035416666666667,0.06333333333333332,0.099125
1987-02-16,SAC,0.5516249999999999,0.095,0.0883125
1987-02-20,LAL,0.44470833333333337,0.07264583333333333,0.13095833333333332
1987-02-22,CLE,0.4285625,0.06602083333333333,0.14006249999999998
1987-02-24,ATL,0.45525,0.07910416666666667,0.119875
1987-02-26,NJN,0.4537708333333333,0.1043125,0.12570833333333334
1987-02-28,MIL,0.420875,0.059375,0.14550000000000002
1987-03-01,NJN,0.42581250000000004,0.07716666666666666,0.15116666666666664
1987-03-03,LAC,0.3369166666666667,0.09733333333333333,0.18762500000000001
1987-03-04,DET,0.4854375000000001,0.11356250000000001,0.16202083333333334
1987-03-06,NYK,0.44814583333333335,0.07460416666666667,0.13672916666666668
1987-03-08,DAL,0.5381874999999999,0.09891666666666667,0.09952083333333334
1987-03-09,ATL,0.4858541666666667,0.08777083333333334,0.09702083333333333
1987-03-11,PHI,0.49481250000000004,0.0930625,0.10004166666666667
1987-03-13,DET,0.454625,0.08114583333333333,0.11247916666666667
1987-03-14,WSB,0.4189375,0.11225,0.25025
1987-03-16,HOU,0.5006458333333332,0.08114583333333333,0.09187500000000001
